DATA,AVAYALOGIN,SUPERVISOR,SEGMENTO,STATUS,TEMPODECASA,TURNO,ATENDIDAS,RECH,TMA,TALKTIME,ACW,TRANSF,AVALIADAS,PROMOTORAS,NEUTRAS,DETRATORAS
2024-01-30,5510056,Supervisor 1,Segmento 3,Ativo,mais de 1 ano,Tarde,41,6,210,194,16,0,6,5,1,0
2024-02-14,5510056,Supervisor 1,Segmento 3,Ativo,mais de 1 ano,Tarde,45,0,322,243,79,0,3,1,2,0
2024-03-07,5510056,Supervisor 1,Segmento 3,Ativo,mais de 1 ano,Tarde,52,0,274,228,46,5,1,0,1,0
2024-03-22,5510056,Supervisor 1,Segmento 3,Ativo,mais de 1 ano,Tarde,21,0,174,146,28,0,1,1,0,0
2024-01-29,5510056,Supervisor 1,Segmento 3,Ativo,mais de 1 ano,Tarde,20,0,149,128,21,0,3,1,2,0
2024-03-07,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,50,6,154,112,42,1,13,10,2,1
2024-02-19,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,55,0,439,313,126,0,12,11,1,0
2024-03-01,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,21,3,443,357,86,0,3,1,2,0
2024-02-13,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,57,1,313,283,30,2,11,10,1,0
2024-01-05,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,51,2,197,167,30,0,5,3,2,0
2024-02-14,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,41,3,411,365,46,1,11,5,6,0
2024-03-06,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,29,2,426,368,58,1,1,0,1,0
2024-02-01,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,54,1,371,320,51,1,9,3,5,1
2024-01-31,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,33,2,141,102,39,0,5,3,2,0
2024-02-22,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,45,3,347,318,29,2,1,1,0,0
2024-01-26,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,37,2,232,218,14,3,5,5,0,0
2024-01-01,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,44,6,253,210,43,3,2,2,0,0
2024-03-05,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,43,0,277,222,55,0,4,4,0,0
2024-02-08,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,44,5,176,129,47,3,12,11,1,0
2024-02-21,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,51,1,283,247,36,4,8,8,0,0
2024-02-23,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,28,0,274,221,53,2,2,0,2,0
2024-01-12,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,38,7,401,379,22,0,5,5,0,0
2024-01-19,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,28,4,269,235,34,0,4,2,2,0
2024-03-14,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,38,5,193,172,21,0,9,8,1,0
2024-01-25,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,40,1,369,295,74,0,6,3,3,0
2024-03-19,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,53,0,177,126,51,0,0,0,0,0
2024-01-18,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,53,2,184,146,38,2,3,2,1,0
2024-01-11,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,56,8,205,191,14,4,11,5,4,2
2024-03-21,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,33,2,447,388,59,2,9,4,5,0
2024-01-08,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,55,13,263,221,42,0,4,3,1,0
2024-02-02,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,25,1,311,221,90,0,2,1,1,0
2024-02-09,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,27,4,473,436,37,2,3,3,0,0
2024-03-18,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,38,0,151,116,35,0,6,6,0,0
2024-02-16,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,24,2,217,180,37,1,1,1,0,0
2024-03-25,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,49,4,145,108,37,0,3,3,0,0
2024-03-04,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,44,0,369,335,34,1,4,1,3,0
2024-01-30,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,49,10,172,137,35,4,3,2,1,0
2024-03-08,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,47,2,384,357,27,2,3,1,2,0
2024-02-20,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,44,3,459,344,115,1,10,10,0,0
2024-02-27,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,41,8,226,179,47,0,6,4,2,0
2024-03-20,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,29,1,306,287,19,4,8,4,3,1
2024-03-29,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,30,1,168,137,31,3,0,0,0,0
2024-02-06,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,24,4,257,239,18,1,1,0,1,0
2024-01-10,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,20,1,224,165,59,0,3,2,1,0
2024-02-12,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,36,2,151,111,40,0,6,2,4,0
2024-03-13,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,20,3,217,202,15,0,2,0,2,0
2024-03-11,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,34,5,205,192,13,3,1,0,1,0
2024-01-04,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,28,3,454,374,80,0,0,0,0,0
2024-03-15,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,20,0,194,139,55,2,2,0,2,0
2024-03-12,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,38,5,146,114,32,3,3,3,0,0
2024-01-16,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,27,4,443,362,81,1,3,2,1,0
2024-01-09,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,46,4,432,380,52,0,4,1,3,0
2024-03-27,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,59,2,202,188,14,2,12,9,3,0
2024-01-03,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,49,2,185,168,17,2,0,0,0,0
2024-02-05,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,49,2,265,217,48,0,10,7,3,0
2024-02-07,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,25,2,139,123,16,0,1,1,0,0
2024-03-26,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,21,1,325,255,70,0,6,5,1,0
2024-02-29,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,58,8,224,169,55,2,11,11,0,0
2024-02-15,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,58,2,412,329,83,2,11,10,1,0
2024-01-17,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,38,3,199,140,59,1,10,7,2,1
2024-02-26,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,43,1,278,221,57,2,15,8,6,1
2024-03-22,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,20,0,472,434,38,0,1,0,1,0
2024-01-29,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,39,6,128,99,29,2,2,1,1,0
2024-01-02,5510057,Supervisor 5,Segmento 4,Ativo,até 30 dias,Manhã,45,3,149,137,12,1,10,7,3,0
2024-02-05,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,14,3,386,276,110,1,2,1,1,0
2024-01-02,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,37,5,232,166,66,0,2,2,0,0
2024-01-08,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,31,3,124,113,11,0,8,5,3,0
2024-03-21,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,13,0,277,203,74,0,3,3,0,0
2024-01-04,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,30,0,327,295,32,0,7,5,2,0
2024-03-25,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,31,1,329,306,23,2,10,6,4,0
2024-03-05,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,12,1,447,330,117,0,1,1,0,0
2024-01-03,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,23,0,411,359,52,0,1,1,0,0
2024-02-21,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,15,2,428,371,57,0,1,1,0,0
2024-03-22,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,14,1,365,297,68,0,0,0,0,0
2024-02-15,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,27,5,392,276,116,0,4,1,2,1
2024-03-13,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,13,3,288,236,52,0,1,1,0,0
2024-02-22,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,21,4,392,317,75,1,0,0,0,0
2024-03-19,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,11,1,142,99,43,0,0,0,0,0
2024-01-22,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,26,7,298,256,42,1,2,2,0,0
2024-01-05,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,10,0,294,252,42,0,0,0,0,0
2024-02-19,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,25,2,131,104,27,1,1,0,1,0
2024-02-08,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,37,1,180,154,26,0,0,0,0,0
2024-03-15,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,35,10,220,155,65,0,6,5,1,0
2024-01-10,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,18,4,351,277,74,1,5,5,0,0
2024-01-01,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,35,4,276,220,56,2,10,10,0,0
2024-01-26,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,18,1,397,367,30,1,2,1,1,0
2024-02-16,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,18,0,263,209,54,1,1,1,0,0
2024-03-20,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,35,1,458,428,30,1,6,5,1,0
2024-01-16,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,23,6,273,226,47,0,7,5,2,0
2024-03-26,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,26,4,431,333,98,0,8,4,3,1
2024-01-19,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,19,2,340,322,18,0,2,1,1,0
2024-01-30,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,21,0,425,316,109,0,0,0,0,0
2024-01-24,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,11,1,208,193,15,0,2,1,1,0
2024-03-08,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,17,3,192,174,18,1,2,2,0,0
2024-03-12,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,17,0,152,122,30,0,0,0,0,0
2024-02-26,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,31,2,445,312,133,0,8,3,4,1
2024-03-18,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,16,0,191,177,14,0,3,3,0,0
2024-03-14,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,16,0,177,130,47,0,0,0,0,0
2024-03-28,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,22,3,255,187,68,1,5,2,3,0
2024-02-09,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,26,1,390,291,99,1,2,0,2,0
2024-01-11,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,30,0,429,388,41,2,0,0,0,0
2024-01-31,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,12,1,296,268,28,0,0,0,0,0
2024-03-04,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,39,2,362,270,92,3,3,2,1,0
2024-01-29,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,22,0,164,142,22,1,2,1,1,0
2024-02-13,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,38,1,134,111,23,2,10,7,2,1
2024-01-18,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,15,0,337,284,53,0,0,0,0,0
2024-02-01,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,39,5,157,127,30,0,0,0,0,0
2024-02-27,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,32,4,422,352,70,1,11,10,1,0
2024-02-06,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,17,0,208,195,13,0,4,1,2,1
2024-02-07,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,26,0,456,352,104,0,1,1,0,0
2024-01-17,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,21,0,403,299,104,0,1,1,0,0
2024-03-27,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,34,3,358,267,91,0,4,1,2,1
2024-03-01,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,30,0,386,352,34,0,4,3,1,0
2024-02-28,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,39,0,471,406,65,0,1,1,0,0
2024-03-11,5510058,Supervisor 6,Segmento 2,Ativo,até 1 ano,Noite,23,0,464,433,31,1,5,2,2,1
2024-01-29,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,37,2,260,202,58,0,3,3,0,0
2024-01-19,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,27,4,137,126,11,2,0,0,0,0
2024-03-14,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,15,2,324,263,61,0,0,0,0,0
2024-02-07,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,18,0,259,207,52,1,0,0,0,0
2024-01-12,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,27,1,242,217,25,0,1,0,1,0
2024-02-29,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,15,1,171,130,41,0,1,0,1,0
2024-02-23,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,10,0,305,274,31,0,0,0,0,0
2024-01-08,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,38,6,387,282,105,3,6,2,4,0
2024-03-06,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,27,5,468,337,131,3,6,6,0,0
2024-01-04,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,24,4,276,237,39,0,0,0,0,0
2024-03-05,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,21,1,477,419,58,1,7,2,4,1
2024-02-14,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,17,1,134,120,14,1,0,0,0,0
2024-02-13,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,24,1,161,143,18,0,6,4,2,0
2024-03-28,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,18,3,430,351,79,1,0,0,0,0
2024-03-21,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,29,1,375,269,106,0,8,7,1,0
2024-03-25,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,34,1,243,205,38,0,6,5,1,0
2024-01-15,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,40,1,373,280,93,0,0,0,0,0
2024-01-09,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,15,1,471,406,65,1,0,0,0,0
2024-02-21,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,19,1,315,234,81,0,0,0,0,0
2024-02-19,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,12,3,169,147,22,0,1,0,1,0
2024-01-22,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,29,4,335,251,84,2,4,4,0,0
2024-02-05,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,22,4,318,269,49,0,1,0,1,0
2024-02-20,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,18,3,469,399,70,1,5,2,2,1
2024-01-05,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,28,2,424,308,116,1,6,4,2,0
2024-03-29,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,18,1,145,115,30,0,0,0,0,0
2024-02-08,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,27,1,382,282,100,0,2,0,2,0
2024-01-18,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,32,3,453,323,130,2,8,7,1,0
2024-02-09,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,36,2,417,355,62,0,2,0,2,0
2024-03-26,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,13,1,291,275,16,0,0,0,0,0
2024-02-12,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,40,0,341,245,96,1,3,1,2,0
2024-01-10,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,16,1,425,346,79,1,1,1,0,0
2024-01-02,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,23,4,330,248,82,0,0,0,0,0
2024-01-31,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,26,5,422,363,59,0,1,0,1,0
2024-01-11,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,34,0,375,269,106,2,5,3,2,0
2024-01-25,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,22,2,219,176,43,0,2,2,0,0
2024-01-23,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,18,0,278,242,36,0,1,1,0,0
2024-01-30,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,21,2,377,285,92,0,4,1,3,0
2024-03-12,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,25,5,231,196,35,0,5,2,2,1
2024-03-01,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,35,4,478,423,55,0,4,4,0,0
2024-01-01,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,38,0,480,454,26,3,1,1,0,0
2024-02-28,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,28,2,252,182,70,0,0,0,0,0
2024-02-26,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,20,0,428,325,103,1,4,3,1,0
2024-03-08,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,30,5,458,355,103,3,2,2,0,0
2024-01-16,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,27,2,479,348,131,0,0,0,0,0
2024-01-26,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,23,0,154,141,13,0,3,2,1,0
2024-02-01,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,25,0,365,315,50,0,2,1,1,0
2024-01-03,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,30,0,258,186,72,2,0,0,0,0
2024-03-11,5510059,Supervisor 6,Segmento 2,Ativo,até 6 meses,Noite,23,1,214,189,25,1,1,0,1,0
2024-01-30,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,19,0,470,403,67,0,0,0,0,0
2024-02-21,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,31,1,133,114,19,1,2,2,0,0
2024-03-07,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,11,0,243,199,44,1,3,3,0,0
2024-02-19,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,34,2,239,181,58,1,0,0,0,0
2024-03-18,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,30,3,431,374,57,1,4,2,2,0
2024-03-15,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,30,1,270,189,81,0,3,2,1,0
2024-01-24,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,16,1,465,385,80,0,1,1,0,0
2024-01-12,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,40,8,315,254,61,0,5,4,1,0
2024-02-28,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,19,2,210,167,43,0,2,0,2,0
2024-03-19,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,18,0,415,379,36,0,3,3,0,0
2024-01-02,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,17,3,265,207,58,0,3,2,1,0
2024-01-15,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,11,0,401,333,68,0,2,2,0,0
2024-03-01,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,16,2,432,372,60,1,2,1,1,0
2024-03-21,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,23,3,478,436,42,1,0,0,0,0
2024-01-22,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,37,3,162,116,46,1,4,4,0,0
2024-03-27,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,20,1,334,269,65,0,2,2,0,0
2024-02-01,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,40,0,316,260,56,0,5,3,2,0
2024-01-01,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,29,6,414,343,71,0,0,0,0,0
2024-03-13,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,30,3,329,300,29,0,4,1,3,0
2024-02-22,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,36,4,211,189,22,1,8,7,1,0
2024-01-26,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,38,3,183,141,42,0,3,3,0,0
2024-02-08,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,37,7,339,300,39,2,1,1,0,0
2024-02-06,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,26,4,245,217,28,0,3,2,1,0
2024-01-31,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,17,0,131,116,15,0,3,3,0,0
2024-01-08,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,12,1,120,106,14,1,1,1,0,0
2024-01-10,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,26,3,144,132,12,1,1,1,0,0
2024-02-14,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,18,1,228,195,33,0,5,3,2,0
2024-02-07,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,13,2,197,147,50,0,0,0,0,0
2024-01-05,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,24,6,183,168,15,1,3,1,2,0
2024-03-29,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,38,1,320,259,61,0,8,7,1,0
2024-03-25,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,36,6,373,351,22,4,2,2,0,0
2024-03-12,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,40,4,291,213,78,0,7,4,3,0
2024-03-06,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,40,3,363,289,74,1,4,2,2,0
2024-01-25,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,40,6,359,283,76,1,4,1,3,0
2024-01-04,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,20,1,453,405,48,0,5,2,2,1
2024-03-20,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,33,1,310,247,63,1,2,2,0,0
2024-03-11,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,20,1,455,393,62,1,3,3,0,0
2024-01-16,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,40,0,443,385,58,0,0,0,0,0
2024-01-09,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,18,2,160,114,46,1,2,1,1,0
2024-03-05,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,12,2,376,316,60,1,0,0,0,0
2024-02-15,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,27,1,377,284,93,2,0,0,0,0
2024-02-05,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,19,3,349,281,68,0,0,0,0,0
2024-02-27,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,18,4,330,263,67,1,1,0,1,0
2024-01-03,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,32,1,295,278,17,0,1,1,0,0
2024-02-16,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,32,1,121,106,15,0,4,1,2,1
2024-01-19,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,18,1,439,366,73,0,0,0,0,0
2024-03-22,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,21,0,392,312,80,0,1,0,1,0
2024-03-14,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,18,2,376,295,81,0,6,3,3,0
2024-02-09,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,16,1,264,191,73,2,1,0,1,0
2024-02-20,5510060,Supervisor 4,Segmento 2,Ativo,mais de 1 ano,Noite,30,2,162,135,27,3,6,5,1,0
2024-02-06,5510061,Supervisor 7,Segmento 3,Férias,mais de 1 ano,Manhã,24,1,124,91,33,0,3,2,1,0
2024-01-16,5510061,Supervisor 7,Segmento 3,Férias,mais de 1 ano,Manhã,42,4,389,347,42,0,7,6,1,0
2024-03-05,5510061,Supervisor 7,Segmento 3,Férias,mais de 1 ano,Manhã,41,9,149,134,15,0,12,9,2,1
2024-01-19,5510062,Supervisor 5,Segmento 4,Férias,até 6 meses,Manhã,26,2,392,349,43,2,0,0,0,0
2024-03-07,5510062,Supervisor 5,Segmento 4,Férias,até 6 meses,Manhã,23,4,153,138,15,0,4,2,2,0
2024-02-09,5510062,Supervisor 5,Segmento 4,Férias,até 6 meses,Manhã,30,2,309,260,49,1,0,0,0,0
2024-01-31,5510062,Supervisor 5,Segmento 4,Férias,até 6 meses,Manhã,57,1,208,148,60,1,9,3,6,0
2024-03-28,5510062,Supervisor 5,Segmento 4,Férias,até 6 meses,Manhã,38,1,220,167,53,1,0,0,0,0
